商品商品,现货价格,最近合约代码,最近合约价格,最近合约现期差1,主力合约代码,主力合约价格,主力合约现期差2,timestamp
石油沥青,3855.14,2302,3897,-41-1.06%,2306,3812,431.12%,20230214
热轧卷板,4204.00,2302,4143,611.45%,2305,4111,932.21%,20230214
镍,212633.33,2302,211660,9730.46%,2303,206600,60332.84%,20230214
锡,215512.50,2302,216570,-1057-0.49%,2303,217140,-1627-0.75%,20230214
纸浆,7070.00,2302,6694,3765.32%,2305,6596,4746.70%,20230214
不锈钢,17512.50,2302,16495,10175.81%,2303,16490,10225.84%,20230214
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20230214
PTA,5481.82,2302,5436,450.82%,2305,5462,190.35%,20230214
白糖,5874.00,2303,5884,-10-0.17%,2305,5907,-33-0.56%,20230214
棉花,15685.67,2303,14210,14759.40%,2305,14220,14659.34%,20230214
普麦,3106.00,2303,3122,-16-0.52%,2401,3122,-16-0.52%,20230214
菜籽油OI,10904.00,2303,10193,7116.52%,2305,9863,10419.55%,20230214
强麦WH,3106.00,2303,3220,-114-3.67%,2303,3220,-114-3.67%,20230214
玻璃,19.11,2302,1509,191.24%,2305,1517,110.72%,20230214
菜籽粕,3428.00,2303,3309,1193.47%,2305,3220,2086.07%,20230214
油菜籽,7196.00,2307,6053,114315.88%,2311,6019,117716.36%,20230214
硅铁,7860.00,2302,7742,1181.50%,2305,7862,-2.00-0.03%,20230214
锰硅,7313.33,2302,7500,-186-2.54%,2305,7446,-132-1.80%,20230214
甲醇MA,2691.43,2302,2640,511.89%,2305,2560,1314.87%,20230214
棉纱,24700.00,2302,19920,478019.35%,2305,21230,347014.05%,20230214
尿素,2758.00,2302,2620,1385.00%,2305,2391,36713.31%,20230214
纯碱,2915.00,2302,3036,-121-4.15%,2305,2910,50.17%,20230214
涤纶短纤,7502.00,2302,7000,5026.69%,2304,7050,4526.03%,20230214
大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,20230214
棕榈油,7894.00,2302,7776,1181.49%,2305,7872,220.28%,20230214
聚氯乙烯,6155.00,2302,6238,-83-1.35%,2305,6227,-72-1.17%,20230214
聚乙烯,8340.00,2302,8240,1001.20%,2305,8170,1702.04%,20230214
豆一,5380.00,2303,5467,-87-1.62%,2305,5494,-114-2.12%,20230214
豆粕,4572.00,2303,4281,2916.36%,2305,3875,69715.24%,20230214
豆油,9430.00,2303,9030,4004.24%,2305,8692,7387.83%,20230214
玉米,2811.43,2303,2800,110.39%,2305,2838,-26-0.92%,20230214
铁矿石,875.89,2302,902.5,-26-2.97%,2305,847,283.20%,20230214
鸡蛋,9.19,2302,4329,2665.79%,2305,4323,2725.92%,20230214
聚丙烯,7925.00,2302,7877,480.61%,2305,7809,1161.46%,20230214
玉米淀粉,3158.00,2303,2894,2648.36%,2305,3033,1253.96%,20230214
乙二醇,4183.33,2302,4084,992.37%,2305,4187,-3.67-0.09%,20230214
苯乙烯,8466.67,2302,8350,1161.37%,2303,8360,1061.25%,20230214
液化石油气,5574.00,2302,5100,4748.50%,2304,5060,5149.22%,20230214
生猪,14.52,2303,14660,-140-0.96%,2305,16950,-2430-16.74%,20230214
上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,20230215
铜,68981.67,2302,68800,1810.26%,2303,68850,1310.19%,20230215
螺纹钢,4104.44,2302,3960,1443.51%,2305,4061,431.05%,20230215
锌,23078.00,2302,22990,880.38%,2303,23115,-37-0.16%,20230215
铝,18503.33,2302,18455,480.26%,2303,18490,130.07%,20230215
黄金,413.74,2302,411.1,2.640.64%,2304,412.6,1.140.28%,20230215
线材,4364.00,2302,4800,-436-9.99%,2305,4764,-400-9.17%,20230215
燃料油,6246.00,2303,2775,347155.57%,2305,2825,342154.77%,20230215
天然橡胶,12000.00,2303,12365,-365-3.04%,2305,12550,-550-4.58%,20230215
铅,15137.50,2302,15205,-67-0.44%,2303,15225,-87-0.57%,20230215
白银,4907.00,2302,4901,60.12%,2306,4928,-21-0.43%,20230215
石油沥青,3842.29,2302,3897,-54-1.41%,2306,3810,320.83%,20230215
热轧卷板,4236.00,2302,4188,481.13%,2305,4164,721.70%,20230215
镍,215200.00,2302,214420,7800.36%,2303,207230,79703.70%,20230215
锡,214075.00,2302,212080,19950.93%,2303,212860,12150.57%,20230215
纸浆,7060.00,2302,6668,3925.55%,2305,6662,3985.64%,20230215
不锈钢,17437.50,2302,16555,8825.06%,2303,16540,8975.14%,20230215
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20230215
PTA,5476.36,2303,5442,340.62%,2305,5458,180.33%,20230215
白糖,5874.00,2303,5910,-36-0.61%,2305,5936,-62-1.06%,20230215
棉花,15625.83,2303,14315,13108.38%,2305,14365,12608.06%,20230215
普麦,3106.00,2303,3122,-16-0.52%,2401,3122,-16-0.52%,20230215
菜籽油OI,10904.00,2303,10161,7436.81%,2305,9840,10649.76%,20230215
强麦WH,3106.00,2303,3220,-114-3.67%,2303,3220,-114-3.67%,20230215
玻璃,19.11,2303,1491,372.42%,2305,1534,-5-0.33%,20230215
菜籽粕,3416.00,2303,3271,1454.24%,2305,3194,2226.50%,20230215
油菜籽,7196.00,2307,6053,114315.88%,2311,6030,116616.20%,20230215
硅铁,7857.14,2303,8078,-220-2.80%,2305,7906,-48-0.61%,20230215
锰硅,7313.33,2303,7554,-240-3.28%,2305,7482,-168-2.30%,20230215
甲醇MA,2695.71,2303,2631,642.37%,2305,2563,1324.90%,20230215
棉纱,24700.00,2303,21605,309512.53%,2305,21280,342013.85%,20230215
尿素,2722.00,2303,2637,853.12%,2305,2432,29010.65%,20230215
纯碱,2948.33,2303,3019,-70-2.37%,2305,2909,391.32%,20230215
涤纶短纤,7502.00,2303,7044,4586.11%,2304,7060,4425.89%,20230215
大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,20230215
棕榈油,7862.00,2303,7856,60.08%,2305,7900,-38-0.48%,20230215
聚氯乙烯,6155.00,2303,6276,-121-1.97%,2305,6276,-121-1.97%,20230215
聚乙烯,8340.00,2303,8180,1601.92%,2305,8174,1661.99%,20230215
豆一,5380.00,2303,5517,-137-2.55%,2305,5565,-185-3.44%,20230215
豆粕,4550.00,2303,4249,3016.62%,2305,3855,69515.27%,20230215
豆油,9412.00,2303,9016,3964.21%,2305,8654,7588.05%,20230215
玉米,2814.29,2303,2816,-1.71-0.06%,2305,2850,-35-1.24%,20230215
铁矿石,891.44,2303,897.5,-6-0.67%,2305,864.5,262.92%,20230215
鸡蛋,9.19,2302,4335,2605.66%,2305,4365,2305.01%,20230215
聚丙烯,7908.33,2303,7793,1151.45%,2305,7801,1071.35%,20230215
玉米淀粉,3158.00,2303,2908,2507.92%,2305,3038,1203.80%,20230215
乙二醇,4183.33,2302,4117,661.58%,2305,4225,-41-0.98%,20230215
苯乙烯,8450.00,2302,8350,1001.18%,2303,8314,1361.61%,20230215
液化石油气,5554.00,2302,4766,78814.19%,2304,4975,57910.42%,20230215
生猪,14.62,2303,14545,740.51%,2305,16940,-2320-15.87%,20230215
上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,20230216
铜,68406.67,2303,68260,1460.21%,2303,68260,1460.21%,20230216
螺纹钢,4111.11,2303,4124,-12-0.29%,2305,4111,0.110.00%,20230216
锌,22782.00,2303,22775,70.03%,2303,22775,70.03%,20230216
铝,18436.67,2303,18390,460.25%,2303,18390,460.25%,20230216
黄金,412.17,2303,411.08,1.090.26%,2304,410.76,1.410.34%,20230216
线材,4370.00,2303,4864,-494-11.30%,2305,4781,-411-9.41%,20230216
燃料油,6246.00,2303,2830,341654.69%,2305,2881,336553.87%,20230216
天然橡胶,12000.00,2303,12370,-370-3.08%,2305,12565,-565-4.71%,20230216
铅,15087.50,2303,15175,-87-0.58%,2303,15175,-87-0.58%,20230216
白银,4890.33,2303,4886,4.330.09%,2306,4906,-15-0.31%,20230216
石油沥青,3852.29,2303,3866,-13-0.34%,2306,3840,120.31%,20230216
热轧卷板,4246.00,2303,4235,110.26%,2305,4199,471.11%,20230216
镍,211550.00,2303,204110,74403.52%,2303,204110,74403.52%,20230216
锡,213512.50,2303,212180,13320.62%,2303,212180,13320.62%,20230216
纸浆,7070.00,2303,6660,4105.80%,2305,6620,4506.36%,20230216
不锈钢,17425.00,2303,16480,9455.42%,2303,16480,9455.42%,20230216
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20230216
PTA,5522.73,2303,5460,621.12%,2305,5486,360.65%,20230216
白糖,5880.00,2303,5881,-1.00-0.02%,2305,5899,-19-0.32%,20230216
棉花,15588.17,2303,14290,12988.33%,2305,14330,12588.07%,20230216
普麦,3104.00,2303,3122,-18-0.58%,2401,3122,-18-0.58%,20230216
菜籽油OI,10964.00,2303,10185,7797.11%,2305,9853,111110.13%,20230216
强麦WH,3104.00,2303,3220,-116-3.74%,2303,3220,-116-3.74%,20230216
玻璃,19.08,2303,1509,171.11%,2305,1543,-16-1.05%,20230216
菜籽粕,3406.00,2303,3238,1684.93%,2305,3159,2477.25%,20230216
油菜籽,7328.00,2307,6053,127517.40%,2311,6027,130117.75%,20230216
硅铁,7857.14,2303,8066,-208-2.65%,2305,7924,-66-0.84%,20230216
锰硅,7313.33,2303,7594,-280-3.83%,2305,7538,-224-3.06%,20230216
甲醇MA,2711.43,2303,2638,732.69%,2305,2564,1475.42%,20230216
棉纱,24700.00,2303,21605,309512.53%,2305,21270,343013.89%,20230216
尿素,2728.00,2303,2654,742.71%,2305,2475,2539.27%,20230216
纯碱,2948.33,2303,3007,-58-1.97%,2305,2902,461.56%,20230216
涤纶短纤,7502.00,2303,7062,4405.87%,2304,7080,4225.63%,20230216
大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,20230216
棕榈油,7956.00,2303,7862,941.18%,2305,7910,460.58%,20230216
聚氯乙烯,6190.00,2303,6321,-131-2.12%,2305,6331,-141-2.28%,20230216
聚乙烯,8340.00,2303,8203,1371.64%,2305,8194,1461.75%,20230216
豆一,5380.00,2303,5533,-153-2.84%,2305,5582,-202-3.75%,20230216
豆粕,4522.00,2303,4204,3187.03%,2305,3822,70015.48%,20230216
豆油,9478.00,2303,9040,4384.62%,2305,8662,8168.61%,20230216
玉米,2814.29,2303,2819,-4.71-0.17%,2305,2851,-36-1.28%,20230216
铁矿石,892.56,2303,898,-5-0.56%,2305,872,202.24%,20230216
鸡蛋,9.08,2302,4306,2345.15%,2305,4359,1813.99%,20230216
聚丙烯,7891.67,2303,7790,1011.28%,2305,7796,951.20%,20230216
玉米淀粉,3168.00,2303,2908,2608.21%,2305,3044,1243.91%,20230216
乙二醇,4183.33,2302,4143,400.96%,2305,4252,-68-1.63%,20230216
苯乙烯,8383.33,2302,8361,220.26%,2303,8414,-30-0.36%,20230216
液化石油气,5616.00,2302,4762,85415.21%,2304,5000,61610.97%,20230216
生猪,14.70,2303,14660,390.27%,2305,17120,-2420-16.46%,20230216
上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,20230217
铜,69055.00,2303,68980,750.11%,2303,68980,750.11%,20230217
螺纹钢,4145.56,2303,4175,-29-0.70%,2305,4162,-16-0.39%,20230217
锌,22940.00,2303,22860,800.35%,2303,22860,800.35%,20230217
铝,18473.33,2303,18515,-41-0.22%,2304,18535,-61-0.33%,20230217
黄金,412.05,2303,411.38,0.670.16%,2304,410.94,1.110.27%,20230217
线材,4408.00,2303,4864,-456-10.34%,2305,4793,-385-8.73%,20230217
燃料油,6216.00,2303,2859,335754.01%,2305,2908,330853.22%,20230217
天然橡胶,11990.00,2303,12350,-360-3.00%,2305,12540,-550-4.59%,20230217
铅,15050.00,2303,15125,-75-0.50%,2303,15125,-75-0.50%,20230217
白银,4866.00,2303,4878,-12-0.25%,2306,4904,-38-0.78%,20230217
石油沥青,3872.29,2303,3852,200.52%,2306,3826,461.19%,20230217
热轧卷板,4264.00,2303,4255,90.21%,2305,4243,210.49%,20230217
镍,212283.33,2303,204850,74333.50%,2303,204850,74333.50%,20230217
锡,214325.00,2303,213980,3450.16%,2303,213980,3450.16%,20230217
纸浆,7070.00,2303,6630,4406.22%,2305,6582,4886.90%,20230217
不锈钢,17400.00,2303,16620,7804.48%,2303,16620,7804.48%,20230217
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20230217
PTA,5522.73,2303,5482,400.72%,2305,5476,460.83%,20230217
白糖,5890.00,2303,5888,2.000.03%,2305,5909,-19-0.32%,20230217
棉花,15578.50,2303,14240,13388.59%,2305,14240,13388.59%,20230217
普麦,3104.00,2303,3122,-18-0.58%,2401,3122,-18-0.58%,20230217
菜籽油OI,11104.00,2303,10314,7907.11%,2305,9991,111310.02%,20230217
强麦WH,3104.00,2303,3348,-244-7.86%,2303,3348,-244-7.86%,20230217
玻璃,19.02,2303,1520,1.600.11%,2305,1532,-10-0.66%,20230217
菜籽粕,3402.00,2303,3254,1484.35%,2305,3168,2346.88%,20230217
油菜籽,7328.00,2307,6053,127517.40%,2311,6027,130117.75%,20230217
硅铁,7764.29,2303,8030,-265-3.41%,2305,7886,-121-1.56%,20230217
锰硅,7288.33,2303,7544,-255-3.50%,2305,7466,-177-2.43%,20230217
甲醇MA,2710.00,2303,2638,722.66%,2305,2572,1385.09%,20230217
棉纱,24700.00,2303,21605,309512.53%,2305,21195,350514.19%,20230217
尿素,2756.00,2303,2675,812.94%,2305,2491,2659.62%,20230217
纯碱,2948.33,2303,3025,-76-2.58%,2305,2926,220.75%,20230217
涤纶短纤,7482.00,2303,7078,4045.40%,2304,7094,3885.19%,20230217
大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,20230217
棕榈油,8176.00,2303,7966,2102.57%,2305,8118,580.71%,20230217
聚氯乙烯,6193.33,2303,6323,-129-2.08%,2305,6343,-149-2.41%,20230217
聚乙烯,8340.00,2303,8220,1201.44%,2305,8219,1211.45%,20230217
豆一,5380.00,2303,5541,-161-2.99%,2305,5596,-216-4.01%,20230217
豆粕,4518.00,2303,4199,3197.06%,2305,3826,69215.32%,20230217
豆油,9672.00,2303,9168,5045.21%,2305,8832,8408.68%,20230217
玉米,2815.71,2303,2824,-8-0.28%,2305,2858,-42-1.49%,20230217
铁矿石,902.56,2303,908,-5-0.55%,2305,885,171.88%,20230217
鸡蛋,9.08,2302,4315,2254.96%,2305,4352,1884.14%,20230217
聚丙烯,7891.67,2303,7830,610.77%,2305,7861,300.38%,20230217
玉米淀粉,3168.00,2303,2909,2598.18%,2305,3051,1173.69%,20230217
乙二醇,4200.00,2302,4141,591.40%,2305,4231,-31-0.74%,20230217
苯乙烯,8391.67,2302,8361,300.36%,2303,8409,-17-0.20%,20230217
液化石油气,5632.00,2302,4762,87015.45%,2304,5074,5589.91%,20230217
生猪,14.73,2303,15035,-305-2.07%,2305,17295,-2565-17.41%,20230217
上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,20230220
铜,69065.00,2303,69040,250.04%,2304,69110,-45-0.07%,20230220
螺纹钢,4163.33,2303,4171,-7-0.17%,2305,4167,-3.67-0.09%,20230220
锌,23238.00,2303,23180,580.25%,2304,23175,630.27%,20230220
铝,18703.33,2303,18665,380.20%,2304,18680,230.12%,20230220
黄金,412.44,2303,413.24,-0.80-0.19%,2304,411.72,0.720.17%,20230220
线材,4406.00,2303,4864,-458-10.39%,2305,4782,-376-8.53%,20230220
燃料油,6170.00,2303,2833,333754.08%,2305,2868,330253.52%,20230220
天然橡胶,11980.00,2303,12305,-325-2.71%,2305,12480,-500-4.17%,20230220
铅,15068.75,2303,15150,-81-0.54%,2303,15150,-81-0.54%,20230220
白银,4898.67,2303,4897,1.670.03%,2306,4921,-22-0.45%,20230220
石油沥青,3845.14,2303,3786,591.53%,2306,3755,902.34%,20230220
热轧卷板,4280.00,2303,4266,140.33%,2305,4248,320.75%,20230220
镍,209283.33,2303,202120,71633.42%,2303,202120,71633.42%,20230220
锡,208262.50,2303,207840,4220.20%,2303,207840,4220.20%,20230220
纸浆,7070.00,2303,6638,4326.11%,2305,6598,4726.68%,20230220
不锈钢,17275.00,2303,16525,7504.34%,2303,16525,7504.34%,20230220
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20230220
PTA,5496.36,2303,5416,801.46%,2305,5438,581.06%,20230220
白糖,5898.00,2303,5907,-9-0.15%,2305,5932,-34-0.58%,20230220
棉花,15462.83,2303,14240,12227.90%,2305,14265,11977.74%,20230220
普麦,3104.00,2303,3122,-18-0.58%,2401,3122,-18-0.58%,20230220
菜籽油OI,11024.00,2303,10333,6916.27%,2305,9973,10519.53%,20230220
强麦WH,3104.00,2303,3348,-244-7.86%,2303,3348,-244-7.86%,20230220
玻璃,19.02,2303,1510,110.72%,2305,1527,-5-0.33%,20230220
菜籽粕,3408.00,2303,3282,1263.70%,2305,3181,2276.66%,20230220
油菜籽,7344.00,2307,6053,129117.58%,2311,6027,131717.93%,20230220
硅铁,7771.43,2303,8036,-264-3.40%,2305,7880,-108-1.39%,20230220
锰硅,7288.33,2303,7510,-221-3.03%,2305,7450,-161-2.21%,20230220
甲醇MA,2690.00,2303,2617,732.71%,2305,2548,1425.28%,20230220
棉纱,24700.00,2303,21605,309512.53%,2305,21275,342513.87%,20230220
尿素,2769.00,2303,2691,782.82%,2305,2498,2719.79%,20230220
纯碱,2948.33,2303,2998,-49-1.66%,2305,2883,652.20%,20230220
涤纶短纤,7462.00,2303,7028,4345.82%,2304,7046,4165.57%,20230220
大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,20230220
棕榈油,8210.00,2303,8034,1762.14%,2305,8192,180.22%,20230220
聚氯乙烯,6211.67,2303,6334,-122-1.96%,2305,6348,-136-2.19%,20230220
聚乙烯,8261.43,2303,8216,450.54%,2305,8230,310.38%,20230220
豆一,5384.00,2303,5558,-174-3.23%,2305,5604,-220-4.09%,20230220
豆粕,4522.00,2303,4236,2866.32%,2305,3840,68215.08%,20230220
豆油,9696.00,2303,9306,3904.02%,2305,8888,8088.33%,20230220
玉米,2815.71,2303,2837,-21-0.75%,2305,2871,-55-1.95%,20230220
铁矿石,912.89,2303,916.5,-3.61-0.40%,2305,888.5,242.63%,20230220
鸡蛋,9.17,2302,4324,2615.69%,2305,4372,2134.65%,20230220
聚丙烯,7891.67,2303,7844,470.60%,2305,7867,240.30%,20230220
玉米淀粉,3168.00,2303,2912,2568.08%,2305,3070,983.09%,20230220
乙二醇,4216.67,2302,4141,751.78%,2305,4216,0.670.02%,20230220
苯乙烯,8400.00,2302,8361,390.46%,2304,8400,0.000.00%,20230220
液化石油气,5650.00,2302,4762,88815.72%,2304,4997,65311.56%,20230220
生猪,15.05,2303,15235,-185-1.23%,2305,17365,-2315-15.38%,20230220
上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,20230221
铜,69740.00,2303,69830,-90-0.13%,2304,69940,-200-0.29%,20230221
螺纹钢,4255.56,2303,4230,250.59%,2305,4232,230.54%,20230221
锌,23436.00,2303,23510,-74-0.32%,2304,23495,-59-0.25%,20230221
铝,18626.67,2303,18810,-183-0.98%,2304,18815,-188-1.01%,20230221
黄金,412.76,2303,413.82,-1.06-0.26%,2304,412.26,0.500.12%,20230221
线材,4506.00,2303,4864,-358-7.94%,2305,4868,-362-8.03%,20230221
燃料油,6140.00,2303,2864,327653.36%,2305,2895,324552.85%,20230221
天然橡胶,12020.00,2303,12410,-390-3.24%,2305,12600,-580-4.83%,20230221
铅,15281.25,2303,15360,-78-0.51%,2304,15380,-98-0.64%,20230221
白银,4929.67,2303,4943,-13-0.26%,2306,4971,-41-0.83%,20230221
石油沥青,3843.71,2303,3803,401.04%,2306,3767,761.98%,20230221
热轧卷板,4316.00,2303,4309,70.16%,2305,4293,230.53%,20230221
镍,215900.00,2303,209300,66003.06%,2303,209300,66003.06%,20230221
锡,214950.00,2303,214990,-40-0.02%,2303,214990,-40-0.02%,20230221
纸浆,7050.00,2303,6666,3845.45%,2305,6630,4205.96%,20230221
不锈钢,17300.00,2303,16740,5603.24%,2304,16725,5753.32%,20230221
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20230221
PTA,5532.73,2303,5550,-17-0.31%,2305,5556,-23-0.42%,20230221
白糖,5898.00,2303,5910,-12-0.20%,2305,5932,-34-0.58%,20230221
棉花,15453.83,2303,14390,10636.88%,2305,14430,10236.62%,20230221
普麦,3096.00,2303,3122,-26-0.84%,2401,3122,-26-0.84%,20230221
菜籽油OI,11024.00,2303,10337,6876.23%,2305,9977,10479.50%,20230221
强麦WH,3096.00,2303,3386,-290-9.37%,2303,3386,-290-9.37%,20230221
玻璃,19.01,2303,1527,-6-0.39%,2305,1552,-31-2.04%,20230221
菜籽粕,3408.00,2303,3285,1233.61%,2305,3199,2096.13%,20230221
油菜籽,7344.00,2307,6053,129117.58%,2311,6027,131717.93%,20230221
硅铁,7771.43,2303,8180,-408-5.25%,2305,8042,-270-3.47%,20230221
锰硅,7288.33,2303,7626,-337-4.62%,2305,7570,-281-3.86%,20230221
甲醇MA,2714.29,2303,2663,511.88%,2305,2588,1264.64%,20230221
棉纱,24700.00,2303,21605,309512.53%,2305,21490,321013.00%,20230221
尿素,2771.00,2303,2710,612.20%,2305,2521,2509.02%,20230221
纯碱,2948.33,2303,3038,-89-3.02%,2305,2942,60.20%,20230221
涤纶短纤,7442.00,2303,7158,2843.82%,2304,7176,2663.57%,20230221
大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,20230221
棕榈油,8192.00,2303,8164,280.34%,2305,8214,-22-0.27%,20230221
聚氯乙烯,6236.67,2303,6471,-234-3.75%,2305,6484,-247-3.96%,20230221
聚乙烯,8304.29,2303,8360,-55-0.66%,2305,8360,-55-0.66%,20230221
豆一,5384.00,2303,5556,-172-3.19%,2305,5592,-208-3.86%,20230221
豆粕,4508.00,2303,4257,2515.57%,2305,3861,64714.35%,20230221
豆油,9712.00,2303,9320,3924.04%,2305,8904,8088.32%,20230221
玉米,2812.86,2303,2838,-25-0.89%,2305,2873,-60-2.13%,20230221
铁矿石,929.11,2303,937.5,-8-0.86%,2305,913,161.72%,20230221
鸡蛋,9.32,2302,4354,3066.57%,2305,4373,2876.16%,20230221
聚丙烯,7925.00,2303,7955,-30-0.38%,2305,7968,-43-0.54%,20230221
玉米淀粉,3168.00,2303,2901,2678.43%,2305,3057,1113.50%,20230221
乙二醇,4225.00,2302,4147,781.85%,2305,4287,-62-1.47%,20230221
苯乙烯,8450.00,2302,8361,891.05%,2304,8578,-128-1.51%,20230221
液化石油气,5700.00,2302,4762,93816.46%,2304,5076,62410.95%,20230221
生猪,15.27,2303,15275,-5-0.03%,2305,17400,-2130-13.95%,20230221
上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,20230222
铜,70308.33,2303,70350,-41-0.06%,2304,70480,-171-0.24%,20230222
螺纹钢,4257.78,2303,4241,160.38%,2305,4245,120.28%,20230222
锌,23476.00,2303,23575,-99-0.42%,2304,23575,-99-0.42%,20230222
铝,18640.00,2303,18770,-130-0.70%,2304,18785,-145-0.78%,20230222
黄金,413.69,2303,413.74,-0.05-0.01%,2304,412.4,1.290.31%,20230222
线材,4506.00,2303,4864,-358-7.94%,2305,4921,-415-9.21%,20230222
燃料油,6100.00,2303,2899,320152.48%,2305,2935,316551.89%,20230222
天然橡胶,11996.00,2303,12360,-364-3.03%,2305,12535,-539-4.49%,20230222
铅,15287.50,2303,15415,-127-0.83%,2304,15435,-147-0.96%,20230222
白银,4959.00,2303,4967,-8-0.16%,2306,4995,-36-0.73%,20230222
石油沥青,3840.86,2303,3818,220.57%,2306,3748,922.40%,20230222
热轧卷板,4328.00,2303,4321,70.16%,2305,4296,320.74%,20230222
镍,214933.33,2303,211010,39231.83%,2304,207570,73633.43%,20230222
锡,219762.50,2303,220470,-707-0.32%,2303,220470,-707-0.32%,20230222
纸浆,7030.00,2303,6692,3384.81%,2305,6674,3565.06%,20230222
不锈钢,17350.00,2303,16930,4202.42%,2304,16885,4652.68%,20230222
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20230222
PTA,5619.09,2303,5650,-30-0.53%,2305,5626,-6-0.11%,20230222
白糖,5898.00,2303,5954,-56-0.95%,2305,5973,-75-1.27%,20230222
棉花,15467.67,2303,14425,10426.74%,2305,14470,9976.45%,20230222
普麦,3096.00,2303,3122,-26-0.84%,2401,3122,-26-0.84%,20230222
菜籽油OI,10898.00,2303,10361,5374.93%,2305,9973,9258.49%,20230222
强麦WH,3096.00,2303,3386,-290-9.37%,2303,3386,-290-9.37%,20230222
玻璃,19.01,2303,1513,70.46%,2305,1543,-22-1.45%,20230222
菜籽粕,3432.00,2303,3304,1283.73%,2305,3213,2196.38%,20230222
油菜籽,7344.00,2307,6053,129117.58%,2311,6027,131717.93%,20230222
硅铁,7800.00,2303,8282,-482-6.18%,2305,8184,-384-4.92%,20230222
锰硅,7291.67,2303,7656,-364-4.99%,2305,7612,-320-4.39%,20230222
甲醇MA,2717.14,2303,2680,371.36%,2305,2614,1033.79%,20230222
棉纱,24700.00,2303,21605,309512.53%,2305,21610,309012.51%,20230222
尿素,2785.00,2303,2747,381.36%,2305,2551,2348.40%,20230222
纯碱,2948.33,2303,3073,-124-4.21%,2305,2980,-31-1.05%,20230222
涤纶短纤,7442.00,2303,7204,2383.20%,2304,7240,2022.71%,20230222
大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,20230222
棕榈油,8254.00,2303,8194,600.73%,2305,8240,140.17%,20230222
聚氯乙烯,6288.33,2303,6446,-157-2.50%,2305,6468,-179-2.85%,20230222
聚乙烯,8325.71,2303,8365,-39-0.47%,2305,8355,-29-0.35%,20230222
豆一,5384.00,2303,5594,-210-3.90%,2305,5631,-247-4.59%,20230222
豆粕,4534.00,2303,4261,2736.02%,2305,3873,66114.58%,20230222
豆油,9688.00,2303,9292,3964.09%,2305,8902,7868.11%,20230222
玉米,2810.00,2303,2838,-28-1.00%,2305,2873,-63-2.24%,20230222
铁矿石,923.33,2303,935.5,-12-1.30%,2305,913,101.08%,20230222
鸡蛋,9.32,2302,4377,2836.07%,2305,4355,3056.55%,20230222
聚丙烯,7925.00,2303,7951,-26-0.33%,2305,7974,-49-0.62%,20230222
玉米淀粉,3164.00,2303,2895,2698.50%,2305,3050,1143.60%,20230222
乙二醇,4238.33,2302,4147,912.15%,2305,4297,-58-1.37%,20230222
